id,hospital_id,"name","detail",price,"created_at","updated_at","coupon"
97,65,"グランドコース（がん総合＋脳ドック）","【割引キャンペーン利用条件】FIt経由の予約に限り",275,"2016-05-18 02:48:50","2016-05-18 02:48:50","【枠数限定！】"
98,67,"【日帰り全身ドック】◇スタンダードコース　　260,000円（税別）","MRI・128マルチスライスCTなどの先端機器を用い、各部位の画像診断を行い、人間ドックと脳・心臓・肺のチェックを行う、徹底チェックコースとなっております。所要時間は約4時間となっております。

頭部は、MRI・MRA・頸動脈MRA検査を行い、脳卒中・脳動脈瘤の早期発見を目指します。
体幹部は、CT検査を中心に、超音波、腰椎MRI検査も行います。他にも、各部位のがんを調べる血液検査、血圧脈波検査、便検査などを行います。

当日、経験豊富な医師が結果説明を行い、撮影した画像はCDにてお渡しいたします。

また、検査受診後1年間はメールによる健康相談を受付しております。

◇お電話にてお問い合わせください。",260,"2016-05-18 02:48:50","2016-05-18 02:48:50",NULL
99,68,"プレミアム全身ドック","◇基本検査、血液検査、胸部Ｘ線検査、胃部の検査に加えて、脳検査、心臓検査、肺検査など気になる箇所を全てチェックするフルコースです。

◇大腸の検査は先端医療機器の大腸カプセル内視鏡にて行います。ファイバースコープによる内視鏡に比べ痛みがなく受診することが可能です。

◇脳検査は頭部ＭＲＩ・ＭＲＡを使用し、脳腫瘍、脳梗塞などチェックします。

◇胃部の検査はバリウム検査と内視鏡検査よりご選択下さい。
（特に指定がない場合、胃部内視鏡が選択されます。）

◇検査は１泊２日で行います。

※検査開始時間は曜日によって前後する場合がございます。（相談対応可）

※検査時間は受診者様ごとに大幅に異なることがございますのでご確認下さい。

■この検査を受けていただきたい方■
がん・生活習慣病・脳疾患等を早期に発見したい方
がんを早期に発見したい方
基本的なカラダのチェックを行いたい方
脳梗塞などの脳の病気が気になる方
喫煙暦や周囲に喫煙者がいる方",255,"2016-05-18 02:48:50","2016-05-18 02:48:50","【会員限定】オプション検査一つ無料"
100,69,"PET/CT基本＋脳ドック","【割引キャンペーン利用条件】FIt経由での予約に限り",255,"2016-05-18 02:48:50","2016-05-18 02:48:50","【ペア割12%OFF！】"
101,6,"PET/CTエクセレントコース","この【エクセレントコース】は、人間の三大疾患（がん、脳、心臓）を重点的に調べるコースとなっております。

PET/CT検査（脳PETを含む）と、脳ドック（頭部MRI・MRA・頚動脈エコー・アルツハイマー解析）や骨盤MRI検査、心臓MRI（冠動脈を立体的に撮影し、狭くすぼまっている部分等を調べる）、腹部エコー検査、腫瘍マーカー、LOKインデックス、胸部CT（肺がんチェック）、内臓脂肪CT、生化学検査などを組み合わせ、全身をお調べします。

検査時間は約5時間、このコースを受けて三大疾患の予防に努めましょう。",240,"2016-05-18 02:48:50","2016-05-18 02:48:50",NULL
102,70,"ペア受診PET検査Aコース","【割引キャンペーン利用条件】FIt経由での予約に限り",239,"2016-05-18 02:48:50","2016-05-18 02:48:50","【ペア限定23％割引】"
103,71,"PET-CT基本検診ペアコース","【割引キャンペーン利用条件】FIt経由での予約に限り",233,"2016-05-18 02:48:50","2016-05-18 02:48:50","【会員限定】オプション検査一つ無料"
104,71,"PET/CTシンプル＋脳ドック","【割引キャンペーン利用条件】FIt経由での予約に限り",220,"2016-05-18 02:48:51","2016-05-18 02:48:51","【ペア割14%OFF！】"
105,72,"がん遺伝子検査+長寿遺伝子検査付プレミアムがんドック","◇がん遺伝子検査、長寿遺伝子検査といったリスク検査を行います。
◇一般的な健康診断に加えて腹部超音波検査を行い、肝臓、膵臓、胆嚢、腎臓、脾臓のチェックを行います。
◇またあわせて頸部超音波検査を実施する事で、動脈硬化の程度をみます。
◇本検査コースは一般的な健康診断の項目を網羅しています。
◇結果に関しては、ご説明可能な検査は当日医師より説明致します。
◇遺伝子検査に関しては、約２－３週間後の結果のご報告になります。
◇ご自身では健康だと感じていても、カラダに何か症状が出ているかもしれません。
病気の早期発見・早期治療には、定期的な健診が大切です。年に一度はご受診される事をオススメ致します。

※只今、このプランのご予約はお電話でのみ受け付けておりますのでご了承下さい。",220,"2016-05-18 02:48:51","2016-05-18 02:48:51",NULL
106,73,"◇最先端のがん遺伝子検査◇","【割引キャンペーン利用条件】FIt経由での予約に限り",219,"2016-05-18 02:48:51","2016-05-18 02:48:51","【会員限定】オプション検査一つ無料"
107,73,"人間ドック付きPET検査Eコース（脳PET）","◇スタンダードな人間ドックに、PET/CTの全身がん検査と脳PET、頭部MRI検査をセットにした2日間の全身チェックコースです。

※人間ドックは、富坂診療所・PET検査は当センターにて受診となります。予約申込みの後、富坂診療所と当センターより確認のお電話をさせて頂きます。コース詳細についてご不明な点がございましたら、その際にご確認お願い致します。

◇脳PETとMRI検査は、脳卒中の予防にお役立てください。
◇全身のがんの早期発見を目的とするPET/CT検査は、日本医科大学直営のPET検査センターにて行います。PET/CT検査の画像診断と報告書作成は大学にて研鑽を積んだ医師が行います。
◇日本医科大学各付属病院と連携しているため、検査後の治療体制も充実しております。

※糖尿病の治療中の方は、ご相談ください。",216,"2016-05-18 02:48:51","2016-05-18 02:48:51",NULL
108,73,"◇最先端のがん遺伝子検査◇","【割引キャンペーン利用条件】FIt経由での予約に限り",219,"2016-05-18 02:48:51","2016-05-18 02:48:51","【会員限定】オプション検査一つ無料"
109,49,"人間ドック付きPET検査Eコース（脳PET）","◇スタンダードな人間ドックに、PET/CTの全身がん検査と脳PET、頭部MRI検査をセットにした2日間の全身チェックコースです。

※人間ドックは、富坂診療所・PET検査は当センターにて受診となります。予約申込みの後、富坂診療所と当センターより確認のお電話をさせて頂きます。コース詳細についてご不明な点がございましたら、その際にご確認お願い致します。

◇脳PETとMRI検査は、脳卒中の予防にお役立てください。
◇全身のがんの早期発見を目的とするPET/CT検査は、日本医科大学直営のPET検査センターにて行います。PET/CT検査の画像診断と報告書作成は大学にて研鑽を積んだ医師が行います。
◇日本医科大学各付属病院と連携しているため、検査後の治療体制も充実しております。

※糖尿病の治療中の方は、ご相談ください。",216,"2016-05-18 02:48:51","2016-05-18 02:48:51",NULL
