id,"name","place","detail","homepage","image","created_at","updated_at","tel","access"
31,"汐留ガーデンクリニック＜東京都港区･新橋駅＞人間ドック
				
			","関東","汐留ガーデンクリニックは、働く方の「健康」と「エイジングケア」を目標に、内科、婦人科、健康診断、スキンケア、メディカルダイエットなどOL・ビジネスマンの幅広いニーズにお応えできるように診療内容の充実に努めております。 

◎診療科目：内科・皮膚科・婦人科


【住所：等級嘔吐港区東新橋1-8-2】",NULL,"http://www.docknet.jp/img/hospital/D20102/p1.JPG","2016-05-18 02:27:13","2016-05-18 02:27:13",NULL,"新橋／汐留／新橋／新橋／汐留"
32,"宇都宮脳脊髄センター＜栃木県宇都宮市・宇都宮駅＞脳ドック
				
			","関東","『とにかく予防です。病気にならないことが一番ですが、早期発見、早期治療が大切です。脳神経外科専門病院の医師達による、診断から治療方針までの説明がうけられます。一般検診、癌検診、認知症スクリーニング検診など結果説明まで医師が丁寧に行います。』

宇都宮脳脊髄センターは脳神経外科専門病院として、日々、脳神経外科領域すべての専門医を擁して診断から治療方針決定、治療までを行っております。
脳血管障害（クモ膜下出血、脳動脈瘤、能動脈狭窄症、先天性の脳血管奇形）、脳腫瘍、脊髄脊椎の病気、てんかん外科、パーキンソン病などを中心に沢山の患者様を治療しております。
頭蓋疾患、脊髄疾患についての検診を中心に、診断結果、治療の必要性、将来的な治療の必要性、今後の検診の必要時期などを含め、診察時にご説明することが可能です。

脳検診の目的の一つとして、クモ膜下出血での死亡リスクとなる脳動脈瘤の発見があります。この疾患は年齢を問わず、特にご家族歴にある方は脳検診を一度お受けになることをお勧めいたします。
脳動脈狭窄症や無症候性の脳梗塞など生活習慣と密接にむすびついた疾患の発見時には今後の治療の必要性を含め方向を提示いたします。
高齢化とともに、健康寿命長く生活することが大切な時代です。脊髄脊椎（首、腰）の病気（頚椎症、腰部脊柱管狭窄症、椎間板ヘルニアなど）の人口に占める割合が高く、歩くことと密接に関連した病気の発見に当院の脊髄脊椎検診をお勧めいたします。

宇都宮脳脊髄センターの内科検診、癌検診はMRI，CTなどを利用して行います。
内科一般検診、肺癌検診、腹部癌検診、骨盤検診（女性用　男性用）骨粗鬆症検診、血管年齢検査、認知症スクリーニング検査などで皆さまの健康を守る準備をしております。


【住所：栃木県宇都宮市一番町１−１８】",NULL,"http://www.docknet.jp/img/hospital/D20241/p1.jpg","2016-05-18 02:27:13","2016-05-18 02:27:13",NULL,"宇都宮／宇都宮／東武宇都宮"
33,"帝国ホテルクリニック＜大阪府大阪市北区･桜ノ宮駅＞人間ドック
				
			","関西","豊かな緑に恵まれた「帝国ホテル大阪」の中にある人間ドック専門施設です。
コースは１日（半日）と２日（１泊）の各人間ドックコースをご用意しています。
１日（半日）人間ドックコースでの軽食、および２日（１泊）人間ドックコースでのご宿泊と夕食は、帝国ホテル大阪でおもてなしします。
一流ホテルならではのくつろぎの中、人間ドック健診に最適な医療機器をそろえ、質の高いサービスをご提供しています。
皆様の健康について真剣に関心を持ち、正確に診断し、積極的に各専門スタッフがサポートしてゆきたいと考えています。
ぜひ、ご自身の健康管理のためにお役立てください。

【住所：大阪府大阪市北区天満橋１丁目８－５０】",NULL,"http://www.docknet.jp/img/hospital/D20193/p1.jpg","2016-05-18 02:27:13","2016-05-18 02:27:13",NULL,"桜ノ宮／大阪天満宮／南森町／南森町／扇町(大阪府)"
34,"エルズメディケア名古屋＜愛知県名古屋市中区・伏見駅＞婦人科検診
				
			","近畿","当施設は、“女性専用健康診断施設”です。

女性特有の疾病の早期発見疾病予防のために、人間ドックや一般健診を始め女性に特化した健診項目の充実を図り、健康増進、疾病予防等のサポートをすることで、女性のための健康管理の架け橋となります。

女性医師と女性中心のスタッフで実施しており、土曜・日曜・祝日も受診していただけます（月曜定休）。
託児所の紹介（有料）もしております。

受診後は、ご希望の方に結果説明をお受けいただけます（予約制）。

【住所：愛知県名古屋市中区栄2-1-1】",NULL,"http://www.docknet.jp//img/hospital/D20168/p1.jpg","2016-05-18 07:08:00","2016-05-18 07:08:00",NULL,"伏見(愛知県)／伏見(愛知県)"
35,"静岡済生会総合病院＜静岡県静岡市駿河区・柚木駅＞人間ドック・脳ドック
				
			","東海","昭和39年、静岡県済生会支部事務局内の社会事業部において検診事業部を開始したのが始まりになります。
翌昭和40年には検診車の導入を図り、地域住民の検診活動の先駆的役割を担っておりました。
当時は県内時各所へも広く出向いておりました。
昭和59年には保健福祉部へと改称し、病院組織に組み入れられ、昭和61年からは人間ドックを開始いたしました。
当センターでは、総合病院の一組織として、健診に留まらないサービスの提供を目指しております。
診療各科と連携した健診後の精密検査、二次検診をはじめ、地域医療センター（診療所との連携業務）の機能を生かして、
かかりつけ医のご紹介や近隣診療所での受診のご案内もしております。
ご不明な点などありましたらご遠慮なくお問い合わせください。


【住所：静岡県静岡市駿河区小鹿１丁目１－１】",NULL,"http://www.docknet.jp/img/hospital/D20158/p1.jpg","2016-05-18 07:08:01","2016-05-18 07:08:01",NULL,"柚木(静岡鉄道線)／静岡／静岡"
36,"公衆保健協会附属診療所＜愛知県名古屋市中村区・中村区役所駅＞人間ドック
				
			","東海","公衆保健協会附属診療所は半世紀以上の歴史を持った、経験豊富なスタッフが揃う健診専門の医療施設です。
多くの検査データと経験、最新の医療技術を駆使することで、より安全で質の高い医療の提供が行えます。
平成２５年２月に新設された施設は、落ち着いて検査が受けられるような設計となっており、その他にも予約限度数にゆとりを持たせるなど、受診者の方が気持ちよく検査を受けられるように様々な配慮を行っています。また、全員女性スタッフの日を設けていますので、お気軽にご相談ください。


【住所：愛知県名古屋市中村区黄金通2丁目45-2】",NULL,"http://www.docknet.jp/img/hospital/D20283/p1.jpg","2016-05-18 07:08:01","2016-05-18 07:08:01",NULL,"中村区役所"
37,"一里山・今井クリニック＜愛知県刈谷市･知立駅＞人間ドック･脳ドック
				
			","東海","一里山・今井クリニックは、平成18年(2006年)に開設したクリニック併設の健診・人間ドック専用施設です。
清潔感あふれる施設で、ゆったりとした環境で受診していただけるように心がけております。
人間ドック本来の目的は自覚症状もなく健康だと思っている方に念のために行う精密検査です。
健康だと思っているときはつい先送りにしてしまいますが、普段から定期的な検査を受け、体の異常をできるだけ早期に発見して適切な治療を行うことが望まれます。
脳ドックでは脳MRI撮影、脳・頚部血管MRA撮影を同時に30分でおこない、当日その場で脳神経外科専門医が診断いたします。
人間ドックでは病気にならないための生活指導も積極的に行っています。
健康維持のために、年に一度は人間ドックを受診しましょう。


【住所：愛知県刈谷市一里山町中本山８８】",NULL,"http://www.docknet.jp/img/hospital/D20208/p1.jpg","2016-05-18 07:08:01","2016-05-18 07:08:01",NULL,"知立"
38,"名古屋医師協同組合　名古屋臨床検査センター附属診療所＜愛知県名古屋市・桜山駅＞人間ドック
				
			","東海","21世紀は“健康”がキーワードのひとつと言われていますが、近年、健康の質が悪くなっている人が多く見られます。
特に生活習慣やストレスの影響が検査結果に出ています。
そこで、様々な病気の早期発見、早期治療が大切ですが、それ以上に病気が起こらないように予防することが大変重要になります。
健康と思われる時こそ、定期的に人間ドック検査を受診し、その結果をよく把握して生活習慣の改善に役立てていただきたいと思います。
そのため一助に、私たち『名古屋臨床検査センター』のスタッフがご協力させていただきます。

【住所：愛知県名古屋市昭和区滝子町27-22】",NULL,"http://www.docknet.jp/img/hospital/D20333/p1.jpg","2016-05-18 07:08:01","2016-05-18 07:08:01",NULL,"桜山／金山(愛知県)"
39,"メドック健康クリニック＜愛知県名古屋市昭和区･川名駅＞人間ドック
				
			","東海","川名駅から徒歩12分のメドック健康クリニックでは、最新の医療機器を取り揃え、より充実した総合健康診断をご提供いたします。
健診・人間ドック専用棟・専用フロアで実施しておりますので、安心してゆったりと受診していただくことができます。
万が一、疾患が発見された場合、専門性の高い総合病院や大学病院へのご紹介も行っております。
人間ドックやレディースドック、脳ドックなど様々な検査コースを用意してございます。
アフターケアも充実しておりますので、日頃少しでも気になるカラダの症状がございましたら、メドック健康クリニックへお気軽にご相談下さい。


【住所：愛知県名古屋市昭和区安田通４丁目３】",NULL,"http://www.docknet.jp/img/hospital/D20211/p1.jpg","2016-05-18 07:08:01","2016-05-18 07:08:01",NULL,"川名／吹上(愛知県)"
40,"やまうちクリニック＜岐阜県羽島郡・茶所駅＞脳ドック
				
			","北陸・信越","やまうちクリニックでは患者様の待ち時間を短縮する努力を行い、それぞれが役割、機能を分担し、病診連携の強化を行います。
やまうちクリニックでは、成人病の治療を行い脳卒中の予防強化に取り組みます。
また、MRIを備えておりますので、より正確な診療も行うことができます。

【住所：岐阜県羽島郡岐南町八剣北５丁目７９−１】",NULL,"http://www.docknet.jp/img/hospital/D20299/p1.jpg","2016-05-18 07:08:01","2016-05-18 07:08:01",NULL,"茶所／細畑"
41,"なかむら内科＜愛知県名古屋市守山区・高蔵寺駅＞人間ドック
				
			","東海","『地域の皆さんに安心と笑顔を　
皆様の健康を支え、安心と笑顔のお手伝いをさせていただきます。』

なかむら内科では、人間ドック、特定健診、名古屋市の様々ながん検診を行っています。
経験豊富な消化器内視鏡専門医による内視鏡検査を受けてください。
大腸内視鏡や大腸ポリープ切除（10ｍｍ以下のもの）も受けることができますので、大腸がん検診陽性の時も病院を探す必要がありません。
クリニックで健診を受けるので、健診で見つかった病気を、次からは同じ場所で治療を受けることができます。
周りの基幹病院としっかりと連携をとっていて紹介の場合も安心です。

【住所：愛知県名古屋市守山区上志段味海東468-2】",NULL,"http://www.docknet.jp/img/hospital/D20227/p1.jpg","2016-05-18 07:08:01","2016-05-18 07:08:01",NULL,"高蔵寺"
42,"ラジオロジークリニック扇町＜大阪府大阪市北区・東梅田駅＞脳ドック
				
			","関西","ラジオロジークリニック扇町は、地下鉄御堂筋梅田駅から徒歩10分、JR大阪駅から徒歩12分、北区の中心部にあります。
私たちは、市民の身近な放射線科専門クリニックとして、皆様の健康維持にお役立ちできることを誇りとしております。

ラジオロジークリニック扇町では、CT、MRI、マンモグラフィなど高度な医療機器を備えており、検査画像や診断の質は高いレベルを維持するように力を注いでいます。

また、禁煙外来、大腸CT検査や女性医師による乳がん検診を行っています。
血液検査で、癌のリスクを測るアミノインデックス、動脈硬化指数を測るロックスインデックスも実施しております。

【住所：大阪府大阪市北区神山町1-7】",NULL,"http://www.docknet.jp/img/hospital/D20162/p1.jpg","2016-05-18 07:10:58","2016-05-18 07:10:58",NULL,"東梅田／扇町(大阪府)／天満"
43,"関西医科大学天満橋総合クリニック　＜大阪府大阪市中央区・天満橋駅＞人間ドック・PET検診
				
			","関西","関西医科大学天満橋総合クリニックは、総合健診センター部門、及び総合外来部門を有する、関西医科大学附属の医療機関です。
大学各課の医師が所属しておりますので、各科領域ごとで診断を下し、総合診断医が最終確認をした上での結果報告となります。

なお、脳ドックは隣接の大阪市立大学附属病院で、PET-CTは関西医科大学附属滝井病院での検査となり、各大学病院の専門部門による検査となります。

また、検診結果で異常が見つかった場合は、当クリニック及び、関西医科大学附属の3病院において、適切に対応させていただきます。
他の医療機関をご希望の場合は、紹介状の作成や予約の手配も行っております。

【住所：大阪府大阪市大手前1丁目7-31】",NULL,"http://www.docknet.jp/img/hospital/D20172/p1.jpg","2016-05-18 07:10:58","2016-05-18 07:10:58",NULL,"天満橋／天満橋"
44,"都島ＰＥＴ画像診断クリニック＜大阪府大阪市都島区・都島駅＞脳ドック・PET検診
				
			","関西","-がんを不知の病としない。早期発見・早期治療のために-

都島ＰＥＴ画像診断クリニックは画像診断専門のクリニックとして２００８年６月に開院し、現在２台のＰＥＴ-ＣＴと３テスラと１．５テスラの２台のＭＲＩを駆使することにより、高度な画像診断を提供する体制を整えています。

当クリニックではＰＥＴ-ＣＴによるがん検診、ＭＲＩによる脳ドックにも力を入れております。

受診者様の皆様に正確で快適な検査を受けていただけるよう、スタッフ全員が心がけております。これからもよりいっそう精度の高い医療サービスを提供し、皆様のお役に立てることを願っております。

【住所：大阪府大阪市都島区中野町5丁目15-21】",NULL,"http://www.docknet.jp/img/hospital/D20169/p1.jpg","2016-05-18 07:10:58","2016-05-18 07:10:58",NULL,"都島／桜ノ宮"
45,"吉井クリニック＜大阪府吹田市･江坂駅＞人間ドック･婦人科検診
				
			","関西","いつも健康でいたいと思っても、私たちのカラダやココロ、お肌の調子は、ちょっとしたことで変化してしまいますね。
吉井クリニックは、これって大丈夫？と思ったときに、気軽に相談に来て頂けるようなクリニックでありたいと思っています。
また、病気の早期発見、早期治療をめざし、日々健康に過ごして頂けるよう受診者様の健康チェックと、病気の予防、カラダのメンテナンスのお手伝いをさせて頂きたいと考えております。
スタッフをはじめ、医師はみな女性で、女性に優しい診療を心がけておりますので、女性にも気軽に受診していただけます。
健診、人間ドックをはじめ、一般診療では、健康とアンチエイジングをトータルに管理し、健康に若々しく、日々輝いて過ごして頂けるようサポートできるクリニックを目指しております。


【住所：大阪府吹田市豊津町１－２１】
",NULL,"http://www.docknet.jp/img/hospital/D20207/p1.jpg","2016-05-18 07:10:58","2016-05-18 07:10:58",NULL,"江坂"
46,"医療法人輝鳳会　新大阪NKクリニック＜大阪府大阪市淀川区・新大阪駅＞
				
			","関西","がん治療においては、外科手術、抗がん剤、放射線の３大治療に健康保険が適応されることもあり、日本の標準治療になっております。
これらはエビデンスのしっかりした、優れた治療法ですが、それだけではがん患者様にとって決して満足のいく治療法とは言えません。特に再発がん、転移がんに対しては有効でない場合が多いことも事実です。
当院では、免疫細胞療法の中でも特にがん治療に有効とされる「高活性化NK細胞療法」を中心に、副作用が少なく効果が期待できる、様々ながん治療を提供しております。
それぞれの患者様に合わせて、それらを組み合わせた「複合免疫療法」を行うことで、より大きな効果が期待できます。
標準治療で限界を迎えた患者様、余命宣告をうけた患者様に対しても、「あきらめないがん治療」をかかげ、積極的に治療に取り組んでおります。

当院では、がんの超早期発見が可能になる、様々ながん検査を提供しています。がんに罹患しているリスクを評価する検査や、がんの発生や再発、転移に結びつく異常を監視します。
最近話題の腸内細菌のバランスを明らかにする検査もできます。

　医療法人輝鳳会
・池袋クリニック
・横浜クリニック
・岡山ＮＫクリニック


【住所：大阪府大阪市淀川区宮原１－６－１】",NULL,"http://www.docknet.jp/img/hospital/D20235/p1.jpg","2016-05-18 07:10:58","2016-05-18 07:10:58",NULL,"新大阪／新大阪／新大阪／新大阪"
47,"MIクリニック＜大阪府豊中市・少路駅＞PET検診
				
			","関西","医療法人仁泉会MIクリニックは、先端検査機器PET-CT（2台）を導入したがん検診センターです。

組織の機能を画像化するPETと、組織の形態を短時間で画像化するマルチスライスCTの双方の機能を持たせたPET-CTで、小さながんの検出を目指しています。

また、MRI（1.5T 2台）や超音波検査、乳腺検査、心臓検査、血液検査（腫瘍マーカー）などを組み合わせた検診コースも行っており、経験豊富（年間6000件症例）な放射線科専門医がダブルチェックにて画像診断を行っています。

また、後日ご希望の方には、医師の面談も設けており、万が一病気が見つかった場合には、適切な医療機関のご紹介も行っております。",NULL,"http://www.docknet.jp/img/hospital/D20165/p1.jpg","2016-05-18 07:10:58","2016-05-18 07:10:58",NULL,"少路"
48,"わかば画像診断クリニック＜兵庫県神戸市中央区・神戸駅＞脳ドック
				
			","関西","わかば画像診断クリニックでは、最新鋭の画像診断機器を装備。
専任スタッフによる高精度の画像構築。
放射線専門医、マンモグラフィ読影指導医による迅速・的確な診断。
画像診断に特化した専門クリニックです。
癌や生活習慣病の早期発見、健康チェックであなたの健康をサポートします。
紹介がなくても直接申し込めます。
神戸市の肺がん・乳癌健診も受けられます。
予約制ですのでお問い合わせください。


【住所：兵庫県神戸市中央区中町通4-2-19】",NULL,"http://www.docknet.jp/img/hospital/D20251/p1.jpg","2016-05-18 07:10:59","2016-05-18 07:10:59",NULL,"神戸(兵庫県)／ハーバーランド／高速神戸"
49,"帝国ホテルクリニック＜大阪府大阪市北区･桜ノ宮駅＞人間ドック
				
			","関西","豊かな緑に恵まれた「帝国ホテル大阪」の中にある人間ドック専門施設です。
コースは１日（半日）と２日（１泊）の各人間ドックコースをご用意しています。
１日（半日）人間ドックコースでの軽食、および２日（１泊）人間ドックコースでのご宿泊と夕食は、帝国ホテル大阪でおもてなしします。
一流ホテルならではのくつろぎの中、人間ドック健診に最適な医療機器をそろえ、質の高いサービスをご提供しています。
皆様の健康について真剣に関心を持ち、正確に診断し、積極的に各専門スタッフがサポートしてゆきたいと考えています。
ぜひ、ご自身の健康管理のためにお役立てください。

【住所：大阪府大阪市北区天満橋１丁目８－５０】",NULL,"http://www.docknet.jp/img/hospital/D20193/p1.jpg","2016-05-18 07:10:59","2016-05-18 07:10:59",NULL,"桜ノ宮／大阪天満宮／南森町／南森町／扇町(大阪府)"
50,"同仁会クリニック（九条病院）＜京都府京都市南区・東寺駅＞人間ドック
				
			","関西","同仁会クリニックでは、大病院とは違った受診者一人ひとりのニーズに合わせた細やかな対応が可能です。
また待ち時間が少ないこともご好評いただいております。
検査コースにはガンなどの早期発見や生活習慣病の予防・改善を目的にしたさまざまなメニューをはじめ、
京都市国民健康保険加入者の方が受診可能な、京都市指定の健診機関・保険指導機関となっています。
また、理想的な予防医学であるアンチエイジングドックも実施しており、老化の原因を抑えたり、受診者の方々が進行を把握することで、効果的に改善され予防や治療をすることができます。
また、併設のメディカルフィットネスクラブSHIN-SHINと、同仁会疾病予防研究所でアドバイスを行いながらの日々の生活習慣の見直しの提案も行っております。


【住所：京都府京都市南区唐橋羅城門町30】",NULL,"http://www.docknet.jp/img/hospital/D20245/p1.jpg","2016-05-18 07:10:59","2016-05-18 07:10:59",NULL,"東寺／西大路"
51,"こはや脳神経外科クリニック＜兵庫県神戸市垂水区・垂水駅＞脳ドック
				
			","関西","【最新医療機器を取りそろえ、脳卒中治療や予防に力を入れている駅近クリニックです】

こはや脳神経外科クリニックでは、3.0テスラMRIを使用し、
①検査時間が短く
②脳卒中治療や予防、さらに認知症診断・治療を行っています。
③高画質な画像で脳の診断を行います（クリニックとしては日本で始めての導入）

また、脳神経外科専門医、脳卒中専門医である院長が精度の高い診断と丁寧な結果説明を行います。

駅から徒歩3分の立地に有り、検査は夜18時台まで検査可能ですので、通勤帰りにもご利用頂けます。

通常の外来もございますので、異常所見が見つかった場合も当院で対応可能であり、
必要であれば提携しております大西脳神経外科病院・神戸市立中央市民病院・西神戸医療センターなどへご紹介いたします。

自覚症状のない脳卒中の予防・早期発見にお役立ちできればと思いますので、皆様のご来院お待ちしております。

【住所：兵庫県神戸市垂水区陸ノ町2-3】",NULL,"http://www.docknet.jp/img/hospital/D20197/p1.jpg","2016-05-18 07:10:59","2016-05-18 07:10:59",NULL,"垂水／山陽垂水"
52,"大谷クリニック＜大阪府大阪市西区・肥後橋駅＞人間ドック
				
			","関西","ときには立ち止まって自分のからだを見つめてみたいものです。
人間のからだは、オーケストラのように健康というハーモニーを奏でています。
心身をおそう、わずかなストレスで健康を損ねてしまうこともあります。
しかも年齢を重ねるごとにストレスへの抵抗力が弱まります。
からだのハーモニーが乱れてしまう前に、オーバーホールを心がけてみてはいかがでしょうか。
私ども大谷クリニックではは、健康だけに終わらずクリニックのノウハウを活かして、適切なアフターフォローを行っています。
皆さま方の、かけがえのない健康のために…。

【住所：大阪府大阪市西区京町堀１丁目９－９】",NULL,"http://www.docknet.jp/img/hospital/D20287/p1.jpg","2016-05-18 07:10:59","2016-05-18 07:10:59",NULL,"肥後橋／本町"
53,"にしはらクリニック＜京都府京都市下京区・四条駅＞脳ドック
				
			","関西","約30年あまり脳神経外科、脳卒中、脊椎脊髄外科を中心に臨床診療を行ってまいりました。
これまでの知識と経験に加え、新しい医療機器、MRIなどを利用し、

・頭痛、めまい、手足のしびれ、痛みなどの原因精査、並びに治療
・脳梗塞、脳出血、くも膜下出血などの脳卒中の予防
・理学療法士とともに機能回復を目的としたリハビリテーション、物理療法
・抗加齢を考慮した生活指導

を柱として診療を行いたいと思います。

加えて、最新MRIを使用した脳ドック検査にて動脈硬化、加齢的変化、認知症などの早期発見を行い、将来の発症の予防につなげます。

また、外傷では頭部の診断治療だけでなく、手足、顔面、頭部の切創、打撲、擦過創の治療、手根管症候群などの日帰り手術も利用できます。
脳、脊椎脊髄の病気でお困りの方や、治療方針に不安のある方もセカンドオピニオン外来にてお気軽に相談できるように努めていきたいと思います。

尚、当院では忙しい勤めの方や、近くにお越しになった際に気楽に診療できるように、予約については従来の電話予約だけでなく、WEB予約、メール予約ができるようになっています。
是非ホームページや予約システムからご利用下さい。

【住所：京都府京都市下京区烏丸通仏光寺上る二帖半敷町655】",NULL,"http://www.docknet.jp/img/hospital/D20166/p1.jpg","2016-05-18 07:10:59","2016-05-18 07:10:59",NULL,"四条(京都市営)／烏丸"
54,"そばじまクリニック＜大阪府東大阪市・荒本駅＞脳ドック
				
			","関西","そばじまクリニックは、駅から1分、平日夜7時まで、土曜日も予約可能で、お忙しい方にもお勧めです。

そばじまクリニックでは、脳ドックの主検査に1.5テスラの解像度を持つMRIを導入しており、脳血管疾患の検出精度は非常に高く、撮影も短時間で、ご負担の少ない検査です。
重大な結果を招く可能性のある病気の予防・早期発見が可能となります。

そばじまクリニックでは経験豊かな脳神経外科の専門医、脳血管外科の専門医、整形外科の専門医による診断を行っております。

MRI検査受診後、万が一、精密な二次検査や治療の必要が生じた場合にも、提携病院を紹介するなどサポート体制を整えています。


【住所：大阪府東大阪市荒本北2-2-6】",NULL,"http://www.docknet.jp/img/hospital/D20163/p1.jpg","2016-05-18 07:10:59","2016-05-18 07:10:59",NULL,"荒本"
55,"淀川健康管理センター＜大阪府大阪市淀川区・十三駅＞人間ドック
				
			","関西","淀川健康管理センターは、2014年4月にリニューアルオープンしたラグジュアリーな空間のセンターです。
健康診断専門のセンターですので、快適にスピーディにご受診いただけます。

淀川健康管理センターでは、人間ドック・レディースドックをはじめ、各種がん検査や法定健診など幅広く実施し、様々なお客様のニーズにお応えできるよう努めております。

疾病の早期発見、あなた様のご健康維持のサポートに是非お役立て下さい。


【住所：大阪府大阪市淀川区十三本町1-1-9】",NULL,"http://www.docknet.jp/img/hospital/D20180/p1.jpg","2016-05-18 07:10:59","2016-05-18 07:10:59",NULL,"十三"
56,"近畿健診センター＜大阪府大阪市北区・南森町駅＞人間ドック
				
			","関西","近畿健診センターは、地下鉄南森町駅より４分、ＪＲ大阪天満宮駅より７分
ＪＲ大阪駅よりバスで８分と好アクセス！

人間ドック、生活習慣病健診、定期健診など幅広く実施し、
疾病の早期発見に努めております。

医師、看護師、スタッフは一部を除き、ほぼ全員女性ですので
女性のお客様にもご好評をいただいております。

幅広い年齢層のお客様のニーズに応え、
あなたの健康を維持するためにスタッフ全員でサポートして参ります。

【住所：大阪府大阪市北区西天満5-9-3】",NULL,"http://www.docknet.jp/img/hospital/D20182/p1.jpg","2016-05-18 07:11:00","2016-05-18 07:11:00",NULL,"南森町／南森町／大阪天満宮"
57,"福島健康管理センター＜大阪府大阪市福島区・野田駅＞人間ドック
				
			","関西","福島健康管理センターは、大阪駅から２駅の野田駅から徒歩８分の健診センター。

人間ドック、レディースドック、脳ドック、各種がん検診などを幅広く実施し、
疾病の早期発見に努めております。

簡単な検査から精密な検査まで、幅広い年齢層のお客様の
ニーズに応え、健康を維持するためにサポートして参ります。

【住所：大阪府大阪市福島区玉川2-12-16】",NULL,"http://www.docknet.jp/img/hospital/D20179/p1.jpg","2016-05-18 07:11:00","2016-05-18 07:11:00",NULL,"野田(大阪環状線)／野田(阪神線)／玉川(大阪府)"
58,"福慈クリニック＜大阪府大阪市・心斎橋駅＞人間ドック
				
			","関西","福慈会は、福慈クリニック健診センターの運営を「安心と信頼」をキーワードに取り組んでおります。

私たちは、永年の経験を活かした確かな診断と健診技術で、これまで数多くの方々の信頼を得てまいりました。
健診センターは一般社団法人日本総合健診医学会より優良総合健診（優良施設第154号）の認定を受けております。

人間ドック「総合健診」をお受けになる皆様が「安心と信頼」がもてる健康施設を目指しております。
また、地下鉄御堂筋線「心斎橋駅」５分　地下鉄堺筋線「長堀駅」５分と交通の利便性がよい場所にあります。

私たちは、疾病の早期発見、及び生活習慣病の予防指導を行い、お客様の健康保持に貢献する「安心と信頼」のサービスを提供いたします。

皆様が安心してお受けいただけるように当健康管理センターでは、できる限り精度の高い検査や誤診防止のためのチェック体制を整え、品質、環境をご提供し、疾病の早期発見と予防及び健康増進に貢献したいと考えております。

【住所：大阪府大阪市東心斎橋１－１２－２０】",NULL,"http://www.docknet.jp/img/hospital/D20350/p1.jpg","2016-05-18 07:11:00","2016-05-18 07:11:00",NULL,"心斎橋／長堀橋"
59,"なでしこレディースホスピタル＜兵庫県神戸市西区・西神南駅＞婦人科検診
				
			","関西","なでしこレディースホスピタルは、神戸市営地下鉄「西神南駅」から徒歩5分です。
赤ちゃんからご高齢の方まで、すべての女性をやさしく包み込む癒しの空間をご用意させて頂いております。
 
何かと忙しい私たち女性の毎日の生活。
あなたの大切な心と身体をメンテナンスすることを忘れてはいませんか？
なでしこレディースホスピタルの女性ドック、ブライダルドックでは、
メンテナンスのお手伝いをさせて頂いております。


【住所：兵庫県神戸市西区井吹台東町２丁目１３】",NULL,"http://www.docknet.jp/img/hospital/D20159/p1.jpg","2016-05-18 07:11:00","2016-05-18 07:11:00",NULL,"西神南"
60,"東朋八尾病院＜大阪府八尾市・近鉄八尾駅＞脳・肺ドック
				
			","関西","東朋八尾病院では、皆様の健康保持、増進に役立つよう、疾患の予防、早期発見、早期治療に直結する健康診断・人間ドック等のコースを整えております。

1年に１度の健診を東朋八尾病院で！


【住所：大阪府八尾市北本町2丁目10-54】",NULL,"http://www.docknet.jp/img/hospital/D20249/p1.jpg","2016-05-18 07:11:00","2016-05-18 07:11:00",NULL,"近鉄八尾"
61,"出馬クリニック＜大阪府大阪市天王寺区・鶴橋駅＞子宮がん検診
				
			","関西","出馬クリニックは、昭和17年に「出馬病院」として開院以来、親子3代にわたり地域のみなさまに信頼される医療機関を目指して、医療提供に努めてまいりました。
現在は、クリニックとして婦人科・産科・内科を診療科目とし、女性の様々な症状を全般にサポートしていますので遠慮なく何でもお尋ねください。
また、一人の医師としてだけではなく「人」として「人」とのつながりを大切にできるクリニックを目指し、患者さまが自らの意思で治療法や予防法を選択できるよう、コミュニケーションに必要な時間を十分にとり、治療方針を明確にしたわかりやすい診療を心がけております。
みなさまと生涯お付き合いできる「ホームドクター」として、全力をつくしていきたいと思いますのでよろしくお願いいたします。


【住所：大阪府大阪市天王寺区味原町13-3】",NULL,"http://www.docknet.jp/img/hospital/D20269/p1.jpg","2016-05-18 07:11:00","2016-05-18 07:11:00",NULL,"鶴橋／鶴橋／鶴橋"
62,"李クリニック＜兵庫県宝塚市･小林駅＞人間ドック
				
			","関西","李クリニックは平成23年11月に開院したクリニックです。
小林駅から徒歩5分に位置し、仕事帰りの方にも通っていただけるよう夜19時まで診療しております。
院長は消化器内視鏡専門医・外科専門医であり、上部(食道、胃、十二指腸)消化器内視鏡、下部（大腸）消化器内視鏡、超音波検査を得意分野としております。
李クリニックではがん疾患などの早期発見、生活習慣病による一次予防に2つの人間ドックをご用意しております。
お仕事が忙しい方、1年以上健康診断を受けていない方、自身の現在の健康状態を確認したい方などにおすすめです。
お気軽にご相談ください。


【住所：兵庫県宝塚市小林５－９－９５】",NULL,"http://www.docknet.jp/img/hospital/D20210/p1.jpg","2016-05-18 07:11:00","2016-05-18 07:11:00",NULL,"小林(兵庫県)"
